tissue_type,subtype,rank_source,low_support,n_target,n_background,n_kept,markers
bone,Adamantinoma tumor cells,v3_curated,True,0,0,50,"KRT5,KRT14,KRT8,KRT18,KRT19,TP63,EPCAM,TACSTD2,CDH1,CDH3,EGFR,ERBB2,FGFR2,FGFR3,MSLN,ITGA6,ITGB4,ITGA3,LAMC2,LAMB3,SPP1,SPARC,RUNX2,SP7,BGLAP,SATB2,MMP2,MMP9,MMP14,VEGFA,PDPN,SOX2,SOX9,NOTCH1,JAG1,CTNNB1,AXL,ITGA5,ITGB1,COL1A1,COL3A1,COL5A1,FN1,VCAN,CD44,VIM,SNAI1,SNAI2,ZEB1,ZEB2"
bone,Multiple myeloma plasma cells,census,True,8000,5000,5,"STAT5A,CCND2,PDIA3,HSPA9,SPP1"
bone,Breast carcinoma bone metastasis cells,v3_curated,True,0,0,50,"EPCAM,KRT8,KRT18,KRT19,MUC1,MUC16,ERBB2,ERBB3,ESR1,PGR,GATA3,FOXA1,AGR2,AGR3,CEACAM5,CEACAM6,CLDN3,CLDN4,CLDN7,S100A7,S100A8,S100A9,ITGA5,ITGB3,ITGB4,ITGA6,CXCR4,CCR7,PTHLH,IL11,SPP1,CTGF,RUNX2,BMP2,VEGFA,MMP1,MMP9,MMP13,LOX,L1CAM,VCAM1,FGFR1,FGFR2,PDGFRB,PDGFRA,TWIST1,SNAI1,SNAI2,ZEB1,ZEB2"
bone,Prostate carcinoma bone metastasis cells,v3_curated,True,0,0,50,"KLK3,KLK2,FOLH1,AR,NKX3-1,HOXB13,TMPRSS2,ACPP,AMACR,SPP1,SPARC,BGLAP,RUNX2,ATF4,CTSK,MMP9,ITGB3,ITGA5,ITGA6,PTH1R,BMP7,TGFBR2,VEGFA,IL6,IL11,STAT3,FGFR1,PDGFRB,VCAM1,CAV1,CDH11,CD44,CXCR4,IGF1,IGF1R,PTEN,PIK3CA,AKT1,FOXA1,FOXP1,ETS1,ERG,SOX9,SOX2,GATA2,PLA2G7,NRP1,NRP2,ANGPTL4,LOX"
bone,Lung adenocarcinoma bone metastasis cells,v3_curated,True,0,0,50,"EPCAM,KRT8,KRT18,KRT19,ALDH1A1,SLC34A2,MUC1,CEACAM5,NKX2-1,SOX2,EGFR,ERBB2,MET,KRAS,PIK3CA,VIM,SNAI2,ZEB1,ITGA5,ITGB3,CXCL8,CXCL1,CXCR4,SPP1,SPARC,CTGF,PTHLH,VEGFA,ANGPTL4,MMP1,MMP2,MMP9,LOX,IL6,IL11,TGFB1,PDGFRB,VCAN,POSTN,MSLN,WFDC2,FGFR1,FGFR2,AXL,RET,ROS1,ALK,CDH1,CLDN18,ITGB4"
bone,Acute lymphoblastic leukemia bone marrow blasts,census,False,8000,5000,21,"CDK6,CD34,PCNA,PARP1,MYC,SPN,HHEX,CCND2,XRCC6,HOXA9,STAT5A,KIT,FLT3,PBX1,BIRC5,MEIS1,CDK2,RAD51,LAIR1,E2F1,CRLF2"
cervix,Cervical squamous cell carcinoma cells,v3_curated,True,0,0,50,"TP63,KRT5,KRT14,KRT6A,KRT6B,KRT6C,KRT16,KRT17,KRT15,KRT1,KRT2,DSG3,DSG2,DSG1,DSC2,DSC1,IVL,LOR,FLG,SPRR1A,SPRR1B,SPRR2A,SPRR2D,SPRR2E,SPRR2G,S100A7,S100A8,S100A9,S100A14,S100A16,PI3,PERP,CLDN1,CLDN4,CLDN7,KLF4,SOX2,SOX4,EGFR,AREG,TGFA,ITGA6,ITGB4,ITGA3,ITGA2,ITGA5,ITGA7,ITGB1,ITGB6,CDH3"
cervix,Cervical adenocarcinoma cells,v3_curated,True,0,0,50,"MUC5B,MUC5AC,MUC4,MUC1,MUC16,MUC20,MUC13,MUC17,MUC3A,TFF1,TFF2,TFF3,PAX8,PAX2,SOX17,SOX9,FOXA1,FOXA2,HNF1B,HNF4G,KRT7,KRT8,KRT18,KRT19,KRT20,KRT23,EPCAM,TACSTD2,CEACAM5,CEACAM6,CEACAM1,CEACAM7,AGR2,AGR3,SPDEF,SPINK1,SLPI,WFDC2,SCGB2A1,SCGB2A2,SCGB1A1,GPX2,ANXA1,ANXA2,FOLR1,RET,CD24,CDH1,ESR1,GATA3"
cervix,Cervical small cell neuroendocrine carcinoma cells,v3_curated,True,0,0,50,"CHGA,CHGB,SYP,INSM1,ASCL1,POU2F3,NCAM1,NCAM2,CALCA,CALCB,PCSK1,PCSK2,SCG2,SCG3,SCG5,TPH1,GRP,GRPR,DLL3,DLK1,PEG10,STMN2,STMN1,ELAVL3,ELAVL4,ISL1,PHOX2B,PHOX2A,NEFM,NEFL,NEFH,DCX,TUBB3,MAP2,SRRM4,AURKA,MYCN,MYCL,EZH2,BIRC5,MKI67,TP53,RB1,SOX2,SOX11,SOX4,NEUROD1,NEUROD2,NEUROG3,HES6"
cervix,Ectocervical squamous cells,census,False,8000,5000,44,"CLDN4,SLPI,PERP,TACSTD2,DSC2,S100A14,PKP3,OVOL1,KLK7,OVOL2,CXCL14,CLDN1,ZNF750,CXCL17,KRT5,KLK5,EVPL,PPL,KRT15,KRT17,GJB6,TGM1,KRT6A,KRT14,KRT16,CALML5,GRHL3,KRT78,KRT24,DSC1,SPRR2F,KRT6B,KRT79,IL36G,DSG1,SPRR2D,KRT6C,IVL,SPRR1A,SPRR2E,SPRR2A,SPRR1B,DSG4,SPRR3"
cervix,Squamocolumnar junction cells,census,False,8000,5000,46,"CLDN3,CLDN4,WFDC2,EPCAM,KRT18,KRT8,CD24,SLPI,KRT19,MUC1,SOX17,SCGB2A1,CLDN7,PAX8,SCNN1A,SLC34A2,KRT7,TACSTD2,MSLN,FOLR1,MUC16,ERBB3,OCLN,FGFR2,LAMC2,LAMB3,ERBB4,SOX9,ITGB4,SPDEF,LEFTY1,SCGB2A2,MUC20,CXCL17,CLDN1,KRT23,SCNN1G,TJP1,POU2F3,AGR2,ANXA1,FGFR4,SCGB1A1,CLDN8,ITGA6,SPINK1"
cervix,Endocervical secretory cells,census,False,8000,5000,50,"CLDN3,WFDC2,CLDN4,KRT18,EPCAM,KRT8,SLPI,MUC1,SOX17,SCGB2A1,CD24,CLDN7,PAX8,SLC34A2,KRT7,TACSTD2,MSLN,FOLR1,MUC16,ERBB3,OCLN,PAX2,FGFR2,ATP1B1,ERBB4,ERBB2,KRT19,HNF1B,MUC15,SOX9,SPDEF,TJP3,SCGB2A2,FOXA2,MUC20,CXCL17,SLC5A1,ATP1A1,OVGP1,TSPAN8,HNF4G,FOXA1,SPINK1,SCGB1A1,CLDN8,WFDC8,HNF1A,BPIFB1,MUC3A,REG4"
cervix,Cervical fibroblasts,census,False,8000,5000,50,"COL1A1,DCN,COL6A2,COL1A2,COL6A3,LUM,COL3A1,COL5A2,COL5A1,COL6A1,SPARC,MMP2,VCAN,PCOLCE,AEBP1,THBS2,FN1,SERPINF1,THY1,BGN,COL12A1,PDGFRA,EMILIN1,PDGFRB,LOX,FBLN1,LAMB1,SFRP4,LOXL2,MFAP2,ADAMTS12,LAMA4,COL8A1,MMP14,NID1,CXCL12,COL11A1,PDPN,COL14A1,LAMA2,TIMP1,COL16A1,ITGA5,ITGA11,LOXL1,NID2,TIMP3,WNT5A,FBLN5,SFRP1"
cervix,Cervical smooth muscle cells,census,False,8000,5000,15,"DES,ACTG2,TAGLN,ACTA2,MYLK,CNN1,MYH11,TPM2,MYL9,CACNA1C,PTGER3,PRKG1,LMOD1,PDE1C,CACNB2"
cervix,Cervical endothelial cells,census,False,8000,5000,50,"VWF,PECAM1,CALCRL,CLDN5,FLT1,CLEC14A,GNG11,RAMP2,SPARCL1,ESAM,CD34,ENG,ECSCR,PLVAP,ACKR1,ERG,EPAS1,JAM2,KDR,CDH5,TIE1,RAMP3,S1PR1,HSPG2,ICAM2,CAV1,KLF2,ICAM1,ROBO4,TEK,CAV2,SELE,SOX7,NOTCH4,APOLD1,DLL4,PROCR,ANGPT2,SPNS2,FLT4,NOTCH1,VCAM1,COL4A1,BMX,KLF4,BMP6,ESM1,EFNB2,NRP1,SEMA3G"
heart,Cardiac angiosarcoma cells,v3_curated,True,0,0,50,"PECAM1,VWF,CDH5,ERG,ETS1,SOX7,SOX17,KDR,FLT1,TEK,TIE1,ANGPT2,ANGPTL4,MCAM,CD34,ESAM,PLVAP,SPARC,COL1A1,COL3A1,MMP2,MMP9,TGFB1,VEGFA,PDGFB,ICAM1,VCAM1,SELE,CAV1,CAV2,RHOJ,NRP1,NRP2,CLDN5,ITGA5,ITGB1,S100A10,ANXA2,ROBO4,CXCL8,IL6,EGR1,FOSL1,FLI1,ETS2,SOX18,ESM1,COL18A1,ANGPTL2,KLF2"
heart,Cardiac rhabdomyosarcoma cells,v3_curated,True,0,0,50,"MYOD1,MYOG,PAX3,PAX7,DES,ACTA1,ACTN2,MYH2,MYH3,MYH7,MYL1,MYL2,MYL3,TTN,TPM1,TPM2,TPM3,TNNI2,TNNT2,TNNC2,CKM,NEB,DMD,LMOD3,CAPN3,RYR1,RYR2,IGF2,FGFR4,ALK,MYCN,SOX8,SOX10,FOXO1,ETV4,ETV5,CAV3,ITGA7,ITGB1,SPP1,STAT3,IL6,MYF5,MEF2C,MEF2D,HAND2,NKX2-5,TBX2,TBX3,SIX1"
heart,Ventricular working cardiomyocytes,census,False,1391,5000,11,"ACTC1,MYL3,TPM1,CSRP3,TNNT2,MYL2,PLN,TNNI3,LRRC10,TPM2,MYH7"
heart,Atrial cardiomyocytes,census,False,1391,5000,10,"MYL4,MYL7,ACTC1,TNNT2,PLN,NPPA,TNNI3,LRRC10,PITX2,SHOX2"
heart,Pacemaker/conduction cardiomyocytes,census,True,1391,5000,5,"NPPA,SHOX2,ISL1,CACNA1G,HCN4"
heart,Cardiac fibroblasts,census,False,8000,5000,31,"DCN,FBN1,COL5A2,COL15A1,COL1A2,VCAN,FBLN1,COL6A2,ELN,COL6A1,LUM,COL5A1,FBLN2,COL12A1,PDGFRA,FN1,PTN,MMP2,COL3A1,MFAP4,FAP,ISLR,LOX,TNC,ITGA11,COL1A1,MATN2,COL14A1,LOXL1,SFRP2,MMP3"
heart,Activated cardiac myofibroblasts,census,False,8000,5000,13,"COL6A3,COL5A2,COL1A2,FBLN1,TNXB,FBLN2,COL5A1,COL12A1,PDGFRA,MMP2,COL3A1,LOX,COL1A1"
heart,Coronary endothelial cells,census,False,8000,5000,37,"VWF,FLT1,PTPRB,PECAM1,ENG,ADGRL4,EPAS1,CDH5,KLF2,CLEC14A,CAV1,ERG,CLDN5,GNG11,ICAM2,TEK,ESAM,NOTCH4,RAMP2,TIE1,EFNB2,SPARCL1,RBP7,KDR,KLF4,TSPAN7,ECSCR,DLL4,SOX7,RHOJ,HEY1,PLVAP,CD34,EDN1,ACKR1,HHEX,APLN"
heart,Endocardial endothelial cells,census,False,8000,5000,28,"FLT1,EMCN,PECAM1,ADGRL4,EPAS1,ENG,CDH5,ERG,KLF2,CLDN5,RAMP3,ICAM2,ESAM,RAMP2,TIE1,KDR,ROBO4,KLF4,TEK,SOX17,DLL4,NOTCH1,HEY1,CXCL12,PLVAP,EDN1,FOXC1,VCAM1"
heart,Cardiac pericytes,census,False,8000,5000,8,"PDGFRB,NOTCH3,ABCC9,RGS5,KCNJ8,GUCY1B1,GUCY1A1,ACTA2"
heart,Cardiac macrophages,census,False,8000,5000,46,"CD163,F13A1,CTSB,MRC1,MSR1,HLA-DRA,FCGR2A,CD14,STAB1,VSIG4,C1QA,CSF1R,AIF1,LYVE1,C1QB,MAFB,TLR2,HLA-DPB1,HLA-DPA1,C1QC,FCGR3A,CD68,ITGAM,COLEC12,SIGLEC1,MARCO,MS4A7,CSF3R,CXCL16,CCR1,TLR4,TGFB1,ITGAX,NLRP3,IL10,CTSL,SPP1,TREM2,APOE,P2RY13,APOC1,CX3CR1,TIMP2,CCR2,CCR5,GPNMB"
kidney,Clear cell renal cell carcinoma cells,census,False,6056,5000,16,"NDUFA4L2,ANGPTL4,NNMT,VEGFA,PLIN2,EGLN3,VIM,SLC16A3,CA9,PKM,KRT8,BNIP3,LOX,SLC2A1,KRT18,SPP1"
kidney,Papillary renal cell carcinoma cells,census,False,6056,5000,5,"S100A10,ANXA4,PDK1,KRT18,LRRC15"
kidney,Chromophobe renal cell carcinoma cells,census,True,6056,5000,5,"MGST1,S100A1,DSG2,KCNMA1,DSC2"
kidney,Collecting duct carcinoma cells,census,False,6056,5000,5,"FN1,VIM,IL6,KRT19,CXCL5"
kidney,Podocytes,census,False,8000,5000,28,"PTPRO,NPHS2,PODXL,NPHS1,WT1,PLCE1,DACH1,TGFBR3,VEGFA,MAGI2,COL4A3,MYO1E,ITGA3,KIRREL1,COL4A4,SYNPO,CRB2,PDLIM2,ACTN4,INF2,TRPC6,FAT1,COL4A5,TNS2,FOXC2,LAMA5,KIRREL2,CD2AP"
kidney,Mesangial cells,census,False,8000,5000,9,"COL1A1,COL3A1,TNC,PDGFRA,EDNRA,COL5A1,COL5A2,MMP2,COL6A2"
kidney,Glomerular endothelial cells,census,False,8000,5000,31,"EMCN,FLT1,EPAS1,PECAM1,TEK,RAMP3,PLVAP,ERG,RAMP2,KDR,GNG11,CDH5,ROBO4,TIE1,ESAM,CLEC14A,CLDN5,ICAM2,KLF2,VWF,SPARCL1,ECSCR,RBP7,DLL4,SEMA3G,GJA5,SOX17,SOX7,ACKR1,SELE,NRP2"
kidney,Peritubular capillary endothelial cells,census,False,8000,5000,27,"EMCN,FLT1,EPAS1,PECAM1,ENG,TEK,CD34,RAMP3,PLVAP,RAMP2,KDR,GNG11,CDH5,ROBO4,TIE1,ESAM,ICAM2,CLDN5,VWF,SPARCL1,SLC14A1,ECSCR,DLL4,SEMA3G,SELP,ACKR1,GJA4"
kidney,Proximal tubule S1/S2 cells,census,False,8000,5000,35,"GPX3,SLC3A1,LRP2,PDZK1,CUBN,ALDOB,GATM,SLC16A9,PCK1,SLC22A2,SLC13A3,SLC5A12,ANPEP,SLC47A1,SLC22A6,ATP1B1,SLC4A4,ATP1A1,SLC22A8,SLC17A3,SLC34A1,SLC47A2,SLC22A12,SLC5A2,CLDN2,SLC6A19,SLC7A9,SLC22A11,ACE2,FBP1,ENPEP,SLC5A11,SLC34A3,SLC7A13,SLC17A2"
kidney,Thick ascending limb cells,census,False,8000,5000,20,"CLDN10,KCNJ16,SPP1,SLC12A1,PDZK1IP1,UMOD,CASR,FXYD2,KCNJ15,ATP1B1,ATP1A1,WNK4,CLDN16,HNF1B,KCNJ1,IRX2,TMEM52B,CLDN19,KCNJ10,IRX1"
kidney,Distal convoluted tubule cells,census,False,8000,5000,16,"PTH1R,KCNJ16,PDZK1IP1,FXYD2,CASR,ATP1B1,ERBB4,ATP1A1,WNK4,KL,SLC12A3,CLDN14,HNF1B,KCNJ10,CLCNKA,TRPM6"
kidney,Collecting duct principal cells,census,False,8000,5000,11,"SPP1,CLDN10,ATP1B1,ATP1A1,KCNJ1,KCNK5,PAX8,HNF1B,TMPRSS4,KCNJ10,AQP4"
kidney,Collecting duct intercalated cells,census,False,8000,5000,6,"SLC4A4,KCNK5,PAX8,KCNJ10,CLCNKA,TFCP2L1"
kidney,Juxtaglomerular renin cells,v3_curated,True,0,0,50,"REN,TH,PTGS2,PTGER2,PTGER3,AGTR1,AGTR2,AXL,EYA1,EYA2,DLL4,NOTCH3,GATA3,ETV1,NR4A2,NR4A3,DLL1,HEY1,HEY2,MCAM,PDGFRB,ACTA2,MYH11,CNN1,TAGLN,SMTN,CALD1,PRKG1,PRKG2,PDE1A,PDE3A,ADCY3,ADCY7,CAMK2D,RGS2,RGS4,NPR1,NPR3,NPPA,NR3C2,SGK1,EDN1,ADM,EDNRB,GUCY1A1,GUCY1B1,KCNJ5,KCNK3,HIF1A,VEGFA"
kidney,Renal resident macrophages,census,False,8000,5000,37,"AIF1,HLA-DRA,HLA-DPA1,HLA-DPB1,SPI1,MS4A7,CSF1R,CTSB,FCGR2A,CD14,CLEC7A,PLAUR,MAFB,C1QA,FCGR3A,C1QB,C1QC,CD163,TNFSF13B,ITGAX,STAB1,IRF8,VSIG4,MRC1,SIGLEC10,F13A1,TREM2,ITGAM,CX3CR1,LYVE1,MARCO,TGFB1,MSR1,IL10,CCR2,SIGLEC1,CD209"
breast,Luminal A tumor cells,census,False,8000,5000,22,"KRT18,KRT8,KRT7,KRT19,EHF,ANKRD30A,SLC34A2,MUC1,TOX3,CA12,XBP1,SLC39A6,CYP24A1,AQP3,FOXA1,PRLR,CITED1,AGR2,PIP,MAPT,TFF1,TFAP2C"
breast,Luminal B tumor cells,census,True,8000,5000,5,"KRT18,KRT8,KRT19,FOXA1,PGR"
breast,HER2-enriched tumor cells,census,True,8000,5000,5,"GRB7,ERBB3,MIEN1,ERBB2,ERBB4"
breast,Basal-like tumor cells,census,False,8000,5000,11,"KRT14,KRT5,KRT17,DST,CDH3,TP63,LAMC2,LAMB3,SFRP1,MIA,DSG3"
breast,Neuroendocrine-like tumor cells,census,False,8000,5000,19,"BIRC5,TPX2,AURKA,ONECUT2,ASCL1,CGA,PCSK2,SYT4,CHGB,NXPH1,SOX2,INSM1,GABRA5,ELAVL3,CPLX2,SLC18A1,FOXA2,NKX2-1,PHOX2B"
breast,Claudin-low tumor cells,census,True,8000,5000,5,"ACTA2,ITGB1,SFRP1,TNC,SNAI2"
breast,Invasive Lobular Carcinoma (ILC) tumor cells,census,False,8000,5000,20,"ELF3,KRT18,KRT8,KRT19,CDH1,EHF,RUNX1,ANKRD30A,MUC1,CA12,MIR205HG,TOX3,XBP1,PIP,SLC39A6,FOXA1,PRLR,CITED1,TFF1,MAPT"
breast,Fibroblasts,census,False,8000,5000,37,"DCN,FBLN1,LUM,MMP2,SERPINF1,COL6A1,COL1A2,MFAP4,COL14A1,TIMP1,COL6A3,TIMP2,DPT,FN1,COL1A1,FBLN2,BGN,PDGFRA,COL3A1,FBLN5,CXCL12,PCOLCE2,SPARC,VCAN,NID1,PDGFRB,LAMA2,VIM,THY1,S100A4,LOX,ANGPTL2,ADAMTS2,FAP,CTHRC1,GREM1,MMP3"
breast,Adipocytes,v3_curated,True,0,0,27,"PPARG,PLIN1,AQP7,ADIPOQ,ADH1B,LIPE,PLIN4,LPL,CIDEC,CIDEA,PLIN5,PNPLA2,CAV2,ACACA,LEP,ADIPOQ-AS1,DGAT2,ADIPOR2,KLF15,ANGPTL4,AGPAT2,PCK1,FABP4,PPARGC1A,ANGPTL8,LPIN1,ADIG"
breast,Endothelial cells,census,False,8000,5000,39,"VWF,ADGRL4,GNG11,EMCN,PLVAP,FLT1,PECAM1,CD93,RAMP2,CLDN5,ENG,ACKR1,ECSCR,TSPAN7,ESAM,LDB2,CLEC14A,EPAS1,CD34,ERG,SOX18,CDH5,KDR,TIE1,NRP1,F8,CAV1,ICAM2,TEK,RBP7,NOS3,PODXL,MCAM,BMX,DNASE1L3,ESM1,CA4,FABP4,TM4SF1"
breast,Myoepithelial cells,census,False,8000,5000,21,"KRT14,KRT5,KRT17,DST,ACTA2,TPM2,TAGLN,MYLK,ACTG2,CNN1,MYH11,TPM1,MYL9,CALD1,TP63,DSC3,LAMB3,S100A2,LAMC2,DSG3,TP73"
breast,Pericytes,census,False,8000,5000,20,"PDGFRB,NOTCH3,FN1,ABCC9,RGS5,COL4A1,EDNRA,COL4A2,COL18A1,TIMP3,MYL9,CSPG4,MCAM,KCNJ8,SERPINH1,CD248,PRRX1,TAGLN,ACTA2,ITGA7"
breast,Lymphatic endothelial cells,census,False,8000,5000,34,"PTPRB,ENG,KDR,EMCN,COL4A1,NRP2,TEK,COL4A2,NRP1,PECAM1,ESAM,TIE1,RAMP2,EFNB2,RELN,TSPAN7,ITGA9,FLT4,LYVE1,SOX18,MMRN1,GJA4,ADM,AQP1,SOX17,ANGPT2,PDGFB,VEGFC,COL15A1,FOXC1,PROCR,GJA5,FABP4,CCL21"
breast,Normal ductal epithelial cells,census,False,8000,5000,25,"ELF3,CLDN4,KRT18,TACSTD2,CLDN7,KRT7,KRT8,KRT19,EPCAM,CDH1,CLDN3,KLF5,CD24,TMEM45B,MUC1,PIP,XBP1,CA12,ST14,SLC39A6,FOXA1,OVOL2,PRLR,BAMBI,AGR2"
immune,CD4+ T cells,census,False,8000,5000,18,"LEF1,CCR7,TCF7,CD3G,IL7R,TRAC,LTB,LCK,CD3E,CD40LG,CD3D,PIK3IP1,CD2,TRBC2,CD28,BCL11B,SELL,CCR5"
immune,Naïve CD4+ T cells,census,False,8000,5000,16,"IL7R,LTB,TCF7,TRAT1,CD96,MAL,KLRB1,CD27,SH2D1A,LEF1,ITM2A,SEPTIN1,UBASH3A,BTLA,PIK3IP1,BCL2"
immune,Central-memory T cells (TCM),census,False,8000,5000,10,"LTB,TCF7,CCR7,IL7R,SH2D1A,TRAC,CD28,GIMAP7,CD27,LEF1"
immune,Effector-memory T cells (TEM),census,False,8000,5000,23,"GZMA,CCL5,PRF1,KLRB1,NKG7,KLRD1,GZMH,GNLY,KLRG1,IL2RB,TBX21,TRGC2,TRDC,KLRF1,TRGC1,CD160,EOMES,KLRC1,ZNF683,KLRC3,CXCR6,TRDV2,FASLG"
immune,Effector-memory RA T cells (TEMRA),census,False,8000,5000,27,"TRAC,CCL5,IL2RG,PRF1,TRBC1,KLRB1,NKG7,KLRD1,GNLY,GZMH,KLRG1,FGFBP2,IL7R,S1PR1,GZMK,KLRF1,TBX21,S1PR5,KLRK1,EOMES,IFNG,KLRC2,KLRC1,IL2RB,STAT4,CXCR6,B3GAT1"
immune,CD8+ T cells,census,False,8000,5000,20,"CD8B,CD8A,CCL5,KLRD1,KLRG1,GZMH,CD3D,CD2,CD3G,CD3E,NKG7,DUSP2,GZMA,LAG3,LCK,PRF1,IFNG,FASLG,TBX21,TRAC"
immune,Exhausted CD8+ T cells,census,False,8000,5000,12,"CD96,KLRG1,GZMK,SH2D2A,TBX21,TIGIT,CD160,EOMES,CXCR5,CXCR6,KIR2DL3,FOXP3"
immune,Regulatory T cells (Tregs),census,False,8000,5000,15,"IL7R,CCR7,NKG7,CD27,CD28,IL2RB,SH2D2A,TIGIT,S1PR1,GZMB,PRF1,LAG3,CXCR6,FOXP3,CCR8"
immune,T follicular helper (Tfh) cells,census,False,8000,5000,15,"CD3D,IL7R,CCR7,MAL,RHOH,SH2D1A,CD28,CD40LG,TIGIT,FCRL3,GIMAP7,BANK1,CXCR5,PDCD1,STAT4"
immune,Gamma-delta T cells,census,False,8000,5000,24,"IL7R,BCL11B,GZMA,CD96,CCL5,PRF1,KLRB1,NKG7,KLRD1,GNLY,RORA,TRGC2,TBX21,TRDC,S1PR1,MS4A1,EOMES,CD160,GIMAP7,TRGC1,TRGV9,CXCR6,TRDV2,HOPX"
immune,Natural killer cells (NKs),census,False,8000,5000,23,"CD247,GZMA,CST7,PRF1,KLRB1,KLRD1,NKG7,GNLY,GZMH,FGFBP2,KLRG1,IL2RB,NCR3,KLRF1,SPON2,TBX21,KLRK1,EOMES,KLRC1,IFNG,KLRC3,KLRC2,GZMB"
immune,Naïve B cells,census,False,8000,5000,9,"CCR7,MS4A1,BANK1,FCRL3,TNFRSF13C,CD22,FCRL2,CD79A,IGHE"
immune,Memory B cells,census,False,8000,5000,12,"CD27,S1PR1,MS4A1,TBX21,FCRL3,BANK1,TNFRSF13C,CXCR5,BCL2,CR2,CXCR6,FCRL5"
immune,Germinal-center B cells,census,False,8000,5000,10,"CCR7,RHOH,IKZF3,MYBL1,MS4A1,CXCR4,CD22,CXCR5,FCER2,AICDA"
immune,Plasmablasts,census,False,8000,5000,45,"MZB1,JCHAIN,FKBP11,XBP1,IGKC,HSP90B1,TNFRSF17,SSR4,CD38,DERL3,SSR3,PDIA4,PDIA6,TXNDC5,IGLC2,HSPA5,P4HB,CRELD2,SEL1L,PRDM1,DERL1,SEC61B,IRF4,DNAJB9,IGHA1,CALR,IGHG1,SDC1,DNAJC3,TNFRSF13B,PPIB,CD27,IGHG3,IGHG4,HYOU1,IGHG2,IGHA2,CANX,SLC30A5,IGHM,TMEM107,LILRB4,IGHJ4,LAMTOR5,FKBPL"
immune,Plasma cells,census,False,8000,5000,43,"MZB1,JCHAIN,FKBP11,XBP1,IGKC,ITM2C,HSP90B1,TNFRSF17,SSR4,CD38,DERL3,TENT5C,PDIA4,TXNDC5,IGLC2,SLAMF7,PDIA6,HSPA5,CRELD2,SEL1L,PRDM1,SEC61B,IRF4,IGHA1,SDC1,CALR,IGHG1,TNFRSF13B,CD27,PPIB,IGHG3,IGHG4,HYOU1,IGHG2,IGHA2,SLC39A7,CCR10,CANX,IGHM,IL6R,TMEM109,BIRC3,CXCR4"
immune,Conventional dendritic cells type 1 (cDC1),census,False,8000,5000,20,"CST3,KLF4,HLA-DRB1,HLA-DRA,CSF3R,CD86,HLA-DPA1,CD1D,FCGR1A,HLA-DPB1,BATF3,IL15,THBD,IRF8,LILRA4,CXCL10,IDO1,IDO2,SPP1,XCR1"
immune,Conventional dendritic cells type 2 (cDC2),census,False,8000,5000,30,"CST3,S100A9,S100A8,SPI1,TNFSF13B,KLF4,FTH1,FCGR2A,HLA-DRB1,TMEM176B,CD86,TLR4,HLA-DRA,SIRPA,TMEM176A,HLA-DPA1,IL1B,CXCL8,MARCO,CLEC10A,CXCL2,HLA-DPB1,FCGR2B,MRC1,REL,CD1E,PDCD1LG2,IDO1,CD1B,CD207"
immune,Dendritic cells,census,False,8000,5000,39,"CST3,HLA-DRA,HLA-DRB1,HLA-DPA1,HLA-DPB1,CD74,IRF8,CIITA,CD1C,CD86,SPI1,MYD88,CD1D,ITGAX,REL,IRF4,BATF3,CD83,TLR7,NFKB1,CLEC7A,ZBTB46,IFI16,IDO1,CD40,LY75,IDO2,CD1B,CD1A,TLR9,LAMP3,TLR3,STAT6,CXCL9,CCL19,CD80,CCL17,CLEC12A,IL12B"
immune,Macrophages,census,False,8000,5000,44,"CTSB,APOE,C1QB,C1QA,CSF1R,CD163,C1QC,CTSL,CTSC,CD68,CTSD,MRC1,NAMPT,ITGAX,PLAUR,MSR1,CST3,LILRB1,VSIG4,LGALS9,HLA-DRA,SIGLEC1,MMP9,HLA-DRB1,RNASE1,LGALS3,FCGR3A,LY86,AIF1,LYZ,SPP1,HLA-DPB1,IL1B,MARCO,HLA-DPA1,SIGLEC10,TREM2,MMP12,LILRA2,ITGAM,TNF,C3,IL6,ALOX5AP"
immune,Tumor-associated macrophages (TAMs),census,False,8000,5000,38,"S100A9,AIF1,S100A8,VCAN,LGALS3,LILRB2,CTSD,TGFBI,LGALS9,TNFSF10,SLC11A1,CD163,NLRP3,STAB1,SIGLEC10,TNFSF13,MARCO,IL1RN,VEGFA,SIGLEC1,MSR1,C1QA,CTSC,C1QB,MRC1,C1QC,CTSL,IL10,APOE,LILRB5,MMP19,PDCD1LG2,IDO1,TREM2,IDO2,SPP1,CCL18,CCL22"
immune,Classical monocytes (CD14+),census,False,8000,5000,45,"CST3,LYZ,S100A9,AIF1,CTSS,S100A8,CD14,LGALS3,S100A12,HLA-DRB1,HLA-DRA,MS4A7,PLAUR,CTSB,NAMPT,LGALS9,LILRA2,CSF1R,TLR2,ITGAX,LILRB1,HLA-DPA1,TLR4,ITGAM,TLR8,NLRP3,RNASE2,FCGR1A,IRF5,HLA-DPB1,CCR2,IL1B,CXCL8,IL6R,CTSL,BATF3,STAT6,ADGRE1,PTGS2,IRF8,CXCL2,CTSC,CXCL10,MMP9,FCGR3A"
