tissue_type,common,malignant,major_type,subtype,pannuke_label,hne_type,hne_label,pantissue_type,pantissue_label,sthelar_full_type,sthelar_full_label,sthelar_coarse_type,sthelar_coarse_label,sthelar_cancer_normal_type,sthelar_cancer_normal_label,lcp_type,lcp_label,markers,rank_source,low_support,comment
brain,True,False,Vascular cells,Brain endothelial cells,connective,Endothelial cells,endothelial,Endothelial,endothelial,Blood vessel / endothelial,Blood_vessel,Stromal,Stromal,Normal,Normal,Endothelial cell,Endothelial cell,"FLT1,EPAS1,CLDN5,VWF,ABCB1,ERG,ABCG2,ADGRL4,PECAM1,SLC2A1,ENG,SLC7A5,SLCO2B1,KLF2,MFSD2A,TIE1,CDH5,TEK,ESAM,ROBO4,ICAM2,SLC39A8,NOTCH4,KDR,CLEC14A,CAV1,KLF4,OCLN,DLL4,GATA2,FOXO1,SLC16A1,SOX17,SOX7,PROCR,ICAM1,ANGPT2,ECSCR,CA4,APLNR,APLN,PLVAP,JAM2,SELE,VCAM1",skipped,False,"BBB endothelium - CLDN5, ABCB1, ABCG2, FLT1."
brain,True,False,Vascular-associated cells,Pericytes,connective,Pericytes,pericyte,Stromal / mesenchymal,stromal,Specialized,Specialized,Other,Other,Normal,Normal,Fibroblast,Fibroblast,"PDGFRB,NOTCH3,FN1,ABCC9,RGS5,COL4A1,EDNRA,COL4A2,COL18A1,TIMP3,MYL9,CSPG4,MCAM,KCNJ8,SERPINH1,CD248,PRRX1,TAGLN,ACTA2,ITGA7",skipped,False,Pan-tissue shared pericyte signature (see bladder).
brain,False,False,Glial cells,Bergmann glia,background,Glial cells,glial,Neural,neural,Specialized,Specialized,Other,Other,Normal,Normal,Parenchymal cell,Parenchymal cell,"KCNJ10,SLC1A3,ALDH1L1,ITGB4,S100B",skipped,False,"Cerebellar Bergmann glia; 5 genes (KCNJ10, SLC1A3, ALDH1L1, S100B) - minimal, overlaps astrocyte (caveat)."
brain,False,False,Ependymal cells,Tanycytes,background,Ependymal cells,ependymal,Epithelial,epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Normal,Normal,Parenchymal cell,Parenchymal cell,"RFX2,SLC1A3,AQP4,RFX4,FOXJ1,GFAP,IFT88,SOX9,TTR,PTPRZ1,LIFR,NOTCH2",skipped,False,"Hypothalamic tanycytes - FOXJ1, RFX2/4, AQP4, GFAP, ciliary."
cervix,True,False,Epithelial cells,Reserve basal cells,epithelial,Basaloid progenitor cells,basaloid_progenitor,Epithelial,epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Normal,Normal,Parenchymal cell,Parenchymal cell,"ID3,ABCG2,NOTCH3,ITGA7,HES1,DSG3,KRT6A,KRT6B",skipped,False,"Cervical reserve cells; 8 genes (ID3, NOTCH3, ITGA7, KRT6, DSG3) - squamocolumnar progenitor."
brain,False,False,Epithelial cells,Choroid plexus epithelial cells,epithelial,Epithelial cells,epithelial,Epithelial,epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Normal,Normal,Parenchymal cell,Parenchymal cell,"TTR,IGFBP7,OTX2,CLIC6,RBP1,SLC13A4,CP,FOLR1,KRT18,BSG,KRT8,CLDN3,ITGA6,COL18A1,CLDN1,SPARC,AQP1,SLC4A5,ENPP2,SLCO1C1,WFDC2,KRT19,CLDN2,VEGFB,SOX9,EPCAM,MUC1,AQP3,KRT7,MSLN,ERBB2,SCGB3A2,LCN2,FOXA2,SCGB2A1",skipped,False,"Choroid plexus epithelium - TTR, OTX2, CLIC6, FOLR1, CP."
brain,False,False,Glial cells,Olfactory ensheathing cells,background,Glial cells,glial,Neural,neural,Specialized,Specialized,Other,Other,Normal,Normal,Parenchymal cell,Parenchymal cell,"PLP1,MBP,FGFR2,ERBB3,SOX10,ITGB4,GJB1",skipped,False,"Olfactory ensheathing cells - PLP1, MBP, SOX10, ERBB3; 7 genes, overlaps Schwann (caveat)."
brain,True,False,Immune cells,Microglia,inflammatory,Macrophage-like,macrophage_like,Myeloid,myeloid,Myeloid,Myeloid,Immune,Immune,Normal,Normal,Macrophage,Macrophage,"APBB1IP,CSF1R,LYN,LAPTM5,SYK,C1QB,HLA-DRA,C1QC,TYROBP,APOE,HLA-DRB1,CSF3R,C1QA,MSR1,B2M,OLR1,CX3CR1,SLC2A5,P2RY12,ITGB2,ITGAX,GPR34,AIF1,FCER1G,CTSB,VSIG4,APOC1,LCP2,SPI1,TGFBR1,TREM2,IRF8,CD68,LILRB4,P2RY13,REL,CXCL16,CCL4,ABI3,APOC2,IL1B,NLRP3,HLA-DPA1,SIGLEC8,GPNMB,HLA-DPB1,TMEM119,CTSD,PTPN6,IRF5",skipped,False,"Microglia/myeloid - CSF1R, C1QA/B/C, HLA-DRA."
brain,False,True,Malignant neuronal cells,Medulloblastoma SHH subtype cells,neoplastic,Embryonal tumor cells,embryonal_tumor,Tumor / neoplastic,tumor,Other,Other,Other,Other,Cancer,Cancer,Parenchymal cell,Parenchymal cell,"SOX2,CDK4,SOX9,CCND2,ID3,HES6,HES1,SOX4,CCND1,BRD2,MYC,PARP1,EZH2,DLL3,TP53,BIRC5,TOP2A,MKI67,CDK2,AURKA,PROM1,NEUROD1,NOTCH2,GLI1",skipped,False,"SHH-medulloblastoma - SOX2/9, CCND2, HES1/6, ID3; proliferative embryonal."
brain,False,True,Malignant embryonal cells,Atypical teratoid rhabdoid tumor cells,neoplastic,Embryonal tumor cells,embryonal_tumor,Tumor / neoplastic,tumor,Other,Other,Other,Other,Cancer,Cancer,Parenchymal cell,Parenchymal cell,"SOX2,BCAN,EGFR,CDK4,VEGFA,SOX9,CCND2,PDPN,CD44,SPP1,OLIG2,PDGFRA,CCND1,MMP2,BRD2,POU3F2,SOX4,MYC,EZH2,TP53,TOP2A,SMARCE1,MMP14,CXCL8,SMARCC2,BIRC5,PLAU,CDK2,PROM1,AURKA,HOXA3,MKI67,NGFR,DUSP4,IL6,HOXA2,NANOG,POU5F1,L1TD1",skipped,False,"Atypical teratoid/rhabdoid tumor - SOX2, BCAN, EGFR, CDK4, VEGFA; SMARCB1 loss not captured (caveat)."
bone,True,False,Stromal cells,Osteoblasts,connective,Osteoblasts,osteoblast,Stromal / mesenchymal,stromal,Specialized,Specialized,Other,Other,Normal,Normal,Fibroblast,Fibroblast,"COL1A2,COL1A1,LUM,BGN,GJA1,COL3A1,COL6A2,DCN,COL5A2,COL6A1,COL12A1,COL5A1,IBSP,SERPINF1,ALPL,RUNX2,COL11A1,DLX5,ANGPT1,SPP1,PDGFRA,PTH1R,SP7,PDGFRB,DLX3,CTNNB1,ENPP1,THBS1,THBS2,SOX9,ITGB1,SPARCL1,PHEX,BMP2,PHOSPHO1,BGLAP,COL14A1,ITGA11,POSTN,FGFR2,BMP4,BMP7,TNFRSF11B,WNT5A,OGN,VEGFA,WNT10B,MEPE,OSR2,DLX2",skipped,False,"Bone-forming osteoblasts - COL1A1/2, BGN, SPARC, GJA1; collagen-rich, overlaps fibroblast (caveat)."
bone,True,False,Stromal cells,Osteocytes,connective,Osteocytes,osteocyte,Stromal / mesenchymal,stromal,Specialized,Specialized,Other,Other,Normal,Normal,Fibroblast,Fibroblast,"SOST,DMP1,PHEX,MEPE,FGF23,PDPN,GJA1,GJA4,ANKH,ENPP1,SLC34A1,SLC34A3,ATP6V0D2,ATP6V1B1,ATP6V1C1,ITGA8,ITGB1,LAMB2,LAMA5,LAMC1,VEGFA,VEGFB,LRP4,LRP5,LRP6,TNFRSF11B,TMEM119,SPP1,IBSP,BGLAP,COL1A1,COL1A2,COL5A1,COL5A2,FAM20C,CA2,CA12,CKB,SPARCL1,CLDN11,FOXC2,SOX6,SOX9,RUNX2,ATF4,CTNNB1,TLE4,FGF2,BMP7,GDF10",skipped,False,"Mature osteocytes - SOST, DMP1, PHEX, MEPE, FGF23 (canonical)."
bone,True,False,Stromal cells,Bone lining cells,connective,Fibroblast-like,fibroblast_like,Stromal / mesenchymal,stromal,Fibroblast / myofibroblast,Fibroblast_Myofibroblast,Stromal,Stromal,Normal,Normal,Fibroblast,Fibroblast,"SPARC,DCN,MGP,SERPINF1,LAMA4,PDGFRA,LUM,TIMP3,POSTN,LAMC1,LOXL2,MFAP2,LAMB1,COL14A1,ELN,LOX,THY1,AEBP1,S100A10,PDGFRB,MYL9,MFAP5,NRP1,ITGB1,SMOC2,NOTCH3,PDPN,COL15A1,CAV1,ACTA2,ITGB5,TJP1,SFRP1,ADAMTS2,NRP2,SFRP4,TAGLN,VEGFA,VCAM1,ADAMTS12,PTGIS,ANGPT1,WIF1,HEYL,EDNRA,ITGA11,PLXNA2,GREM2,EDNRB",skipped,False,"Quiescent bone-lining cells - SPARC, MGP, SERPINF1, PDGFRA."
bone,True,False,Mesenchymal cells,Bone marrow mesenchymal stromal cells,connective,Fibroblast-like,fibroblast_like,Stromal / mesenchymal,stromal,Fibroblast / myofibroblast,Fibroblast_Myofibroblast,Stromal,Stromal,Normal,Normal,Other,Other,"COL1A2,COL3A1,SPARC,COL6A1,COL6A2,COL5A2,COL1A1,FN1,DCN,COL5A1,SERPINF1,DLK1,VCAN,PTN,PDGFRA,LUM,ITGB1,CXCL12,LOXL2,LOX,NID1,THY1,FBLN1,PDGFRB,CD248,MFAP5,SFRP2,FBLN2,NOTCH3,PDPN,NT5E,NID2,BMP4,TGFB3,ENG,ADAMTS2,ALDH1A3,SFRP4,CXCL14,VCAM1,WNT5A,LEPR,SLIT2,SOX9,ANGPT1,MCAM,GAS6,RUNX2,HEY1,PPARG",skipped,False,"Marrow mesenchymal stromal cells - COL1/3/5/6, SPARC, FN1; overlaps fibroblast/osteoblast (caveat)."
bone,True,False,Vascular cells,Bone marrow endothelial cells,connective,Endothelial cells,endothelial,Endothelial,endothelial,Blood vessel / endothelial,Blood_vessel,Stromal,Stromal,Normal,Normal,Endothelial cell,Endothelial cell,"FLT1,KDR,NRP1,GNG11,CDH5,ADGRL4,PLVAP,RAMP2,ESAM,CLDN5,CLEC14A,TIE1,PECAM1,EMCN,EPAS1,NRP2,CD93,TEK,ENG,ERG,PROCR,ROBO4,BCAM,SOX7,DLL4,VWF,ICAM2,SOX17,CD34,TMEM204,RBP7,HEY1,FOXO1,JAG1,DNASE1L3,ANGPT2,VCAM1,NOS3,SELE,RAMP3,HEY2,APLN,SLC16A1,SPARCL1,PRKAA2",skipped,False,"Marrow endothelium - FLT1, KDR, CDH5, PLVAP, RAMP2."
bone,True,False,Progenitor cells,Hematopoietic stem and progenitor cells,background,Hematologic blasts,hematologic_blast,Hematopoietic blast,blast,Other,Other,Other,Other,Normal,Normal,Parenchymal cell,Parenchymal cell,"CDK6,SOX4,CD34,MSI2,LMO2,GATA2,HHEX,LYL1,HOXA9,NRIP1,HOXA10,KIT,ANGPT1,TAL1,PROM1,FLT3,RUNX1,PBX1,MEIS1,HOXA7,HOXB4,NUP98,HOXA5,DNMT3A,HLF,MEF2C,MPL,ROBO4,HOXB6,CCND2,TEK",skipped,False,"Hematopoietic stem/progenitors - CD34, GATA2, MSI2, LMO2, LYL1, HHEX."
bone,True,False,Immune cells,Osteoclasts,inflammatory,Osteoclasts,osteoclast,Stromal / mesenchymal,stromal,Specialized,Specialized,Other,Other,Normal,Normal,Macrophage,Macrophage,"MMP9,ACP5,CTSK,CSTB,ATP6V1C1,CSF1R,ITGAV,ATP6V0D2,MMP14,CA2,LGALS3,SPI1,FOSL2,ATP6V1H,NFATC1,MITF,TNFRSF11A,SQSTM1,TYROBP,CCR1,CTSB,CTSL,OSCAR,OSTM1,OCSTAMP,ITGB5,ITGB3,DCSTAMP,SIRPA,CLCN7,ACP2,LILRB4,CALCR,SH3BP2",skipped,False,"Bone-resorbing osteoclasts - CTSK, ACP5, MMP9, ATP6V0D2, CSF1R (canonical)."
bone,True,True,Malignant mesenchymal cells,Osteosarcoma (osteoblastic) tumor cells,neoplastic,Osteoblasts,osteoblast,Stromal / mesenchymal,stromal,Specialized,Specialized,Other,Other,Cancer,Cancer,Parenchymal cell,Parenchymal cell,"COL1A2,COL1A1,SPARC,CDH11,COL3A1,COL5A2,COL5A1,IBSP,MMP2,ALPL,COL11A1,RUNX2,DLX5,SPP1,SATB2,MMP13,FGFR1,LOX,SP7,SNAI2,PDGFRB,DLX3,CTSK,ITGB1,HEY1,HEY2,SOX9,ADAMTS2,MCAM,CXCL12,MMP9,BGLAP,ITGA11,POSTN,TWIST1,FGFR2,VEGFA,AXL,PDPN,ADAM9,CDK4,WNT7B",skipped,False,"Malignant osteoblastic osteosarcoma - COL1, SPARC, IBSP, CDH11; overlaps normal osteoblast osteoid program (caveat)."
bone,True,False,Immune cells,Osteal macrophages,inflammatory,Macrophage-like,macrophage_like,Myeloid,myeloid,Myeloid,Myeloid,Immune,Immune,Normal,Normal,Macrophage,Macrophage,"TYROBP,S100A9,S100A8,CD68,SPI1,CD14,CLEC7A,FCGR2A,CSF1R,CD163,TLR2,HMOX1,CD1D,TLR4,VSIG4,MARCO,CCR2,C1QA,ITGAX,C1QC,C1QB,MSR1,IL10,MRC1,SIGLEC1,LYVE1,TREM2,CD209",skipped,False,"Osteomacs (osteal macrophages) - CD68, CD14, S100A8/9, CLEC7A."
bone,False,False,Stromal cells,Hypertrophic chondrocytes,connective,Chondrocytes,chondrocyte,Stromal / mesenchymal,stromal,Specialized,Specialized,Other,Other,Normal,Normal,Fibroblast,Fibroblast,"COL2A1,COL9A1,COL9A3,COL9A2,ACAN,COL11A2,COMP,MATN3,SOX9,COL27A1,MATN1,ITGA10,COL15A1,FRZB,SOX5,COL1A2,FGFR3,SOX6,GDF5,MMP13,FGFR2,COL1A1,DLX5,ANGPTL4,PTH1R,SPP1,SMO,SFRP2,POSTN,BMP2,IBSP,COL10A1,WNT5A,ITGB1,SP7,IHH,VEGFA,FGF18,DLX6",skipped,False,"Hypertrophic chondrocytes - COL2A1, COL9/11, ACAN, COMP, MATN3."
bone,True,False,Stromal cells,Bone marrow adipocytes,connective,Adipocytes,adipocyte,Stromal / mesenchymal,stromal,Specialized,Specialized,Other,Other,Normal,Normal,Fibroblast,Fibroblast,"CXCL12,VCAM1,LPL,PLPP3,PDGFRB,THY1,PDGFRA,ANGPTL4,KITLG,SERPINF1,PPARG,SFRP1,ADIRF,TMEM26,RXRG,PLIN1,DKK1,ADIPOQ",skipped,False,"Marrow adipocytes - LPL, CXCL12, VCAM1, niche markers (PDGFRA/B)."
bone,True,True,Malignant mesenchymal cells,Chondrosarcoma tumor cells,neoplastic,Chondrocytes,chondrocyte,Stromal / mesenchymal,stromal,Specialized,Specialized,Other,Other,Cancer,Cancer,Parenchymal cell,Parenchymal cell,"COL2A1,COL9A1,COL9A3,COL9A2,ACAN,COL11A2,COMP,MATN3,S100B,SOX9,COL27A1,COL3A1,ITGA10,S100A10,PDPN,LOXL2,SOX5,COL6A3,SNAI2,FGFR3,LOX,GDF5,MMP13,COL5A2,HAS2,COL1A1,RUNX2,ANGPTL4,SOX6,VEGFA,PTCH1,SMO,BMP2,COL10A1,ITGB1,NKX3-2,IHH,PTHLH,BMP7,GLI2,FGF18",skipped,False,"Malignant cartilage (chondrosarcoma) - COL2A1, COL9, ACAN, COMP; near-identical to hypertrophic chondrocyte (caveat: poor tumor-vs-normal separation)."
bone,True,True,Malignant mesenchymal cells,Ewing sarcoma tumor cells,neoplastic,Embryonal tumor cells,embryonal_tumor,Tumor / neoplastic,tumor,Other,Other,Other,Other,Cancer,Cancer,Parenchymal cell,Parenchymal cell,"EWSR1,FLI1,ERG,NKX2-2,SOX2,PRKCB,NR0B1,CCND1,IGF1,IGF1R,CXCR4,CXCR7,STEAP1,STEAP2,GLI1,DKK2,KDM5B,EZH2,BCL11B,MYC,TERT,FGFR1,FGFR2,CD99,L1CAM,CAV1,PTPRZ1,NKX2-1,ETS1,FOXO1,SPRY1,GAB1,CDK4,CDK6,BIRC5,MKI67,TOP2A,PCNA,PARP1,BRD4,CCNB1,CCNE1,PLXNA2,TNC,COL1A1,COL3A1,MMP1,MMP2,MMP9,LOX",skipped,False,"Ewing sarcoma EWSR1-FLI1 program - FLI1, ERG, NKX2-2, NR0B1, PRKCB."
bone,False,True,Malignant stromal cells,Giant cell tumor stromal cells,neoplastic,Fibroblast-like,fibroblast_like,Stromal / mesenchymal,stromal,Fibroblast / myofibroblast,Fibroblast_Myofibroblast,Stromal,Stromal,Cancer,Cancer,Parenchymal cell,Parenchymal cell,"COL1A2,SPARC,COL1A1,FN1,VCAN,MMP14,POSTN,CTSK,LOXL2,LOX,THY1,ITGB1,NRP1,CDH11,AXL,PDPN,IGF1,ITGAV,BMP4,ANGPTL4,NRP2,ADAMTS2,CSF1,FGF18,ALPL,MMP13,KITLG,PDGFA,HEY1,SP7,RUNX2,ITGA11,ITGB3,BMP2,TNFSF11,CCL2,ADAMTS14,VEGFA",skipped,False,"Giant cell tumor neoplastic stroma - COL1, SPARC, MMP14, POSTN, CTSK."
bone,False,True,Malignant epithelial cells,Chordoma tumor cells,neoplastic,Malignant epithelial cells,malignant_epithelial,Tumor / neoplastic,tumor,Epithelial,Epithelial,Epithelial,Epithelial,Cancer,Cancer,Parenchymal cell,Parenchymal cell,"T,SOX5,SOX6,SOX9,FOXA2,FOXC1,SHH,GLI1,GLI2,PTCH1,SMO,KRT8,KRT18,KRT19,KRT7,KRT20,EPCAM,CDH1,MUC1,SPP1,EGFR,ERBB2,PDGFRB,PDGFRA,VEGFA,VEGFC,BCL2,STAT3,FGFR1,FGFR2,LGALS3,COL2A1,ACAN,LAMC2,LAMB3,LAMA3,ITGA6,ITGB1,ITGB4,CXCL8,CCL2,SOX4,SNAI1,SNAI2,TWIST1,ZEB1,ZEB2,MMP2,MMP9,MMP14",skipped,False,"Chordoma (notochordal) - T/brachyury, SOX5/6/9, FOXA2; brachyury hallmark."
bone,False,True,Malignant epithelial cells,Adamantinoma tumor cells,neoplastic,Malignant epithelial cells,malignant_epithelial,Tumor / neoplastic,tumor,Epithelial,Epithelial,Epithelial,Epithelial,Cancer,Cancer,Parenchymal cell,Parenchymal cell,"KRT5,KRT14,KRT8,KRT18,KRT19,TP63,EPCAM,TACSTD2,CDH1,CDH3,EGFR,ERBB2,FGFR2,FGFR3,MSLN,ITGA6,ITGB4,ITGA3,LAMC2,LAMB3,SPP1,SPARC,RUNX2,SP7,BGLAP,SATB2,MMP2,MMP9,MMP14,VEGFA,PDPN,SOX2,SOX9,NOTCH1,JAG1,CTNNB1,AXL,ITGA5,ITGB1,COL1A1,COL3A1,COL5A1,FN1,VCAN,CD44,VIM,SNAI1,SNAI2,ZEB1,ZEB2",skipped,False,"Adamantinoma (epithelial bone tumor) - KRT5/8/14/18/19, TP63, EPCAM."
bone,True,True,Malignant hematologic cells,Multiple myeloma plasma cells,neoplastic,Hematologic blasts,hematologic_blast,Hematopoietic blast,blast,B / plasma cells,B_Plasma,Immune,Immune,Cancer,Cancer,Plasma cell,Plasma cell,"STAT5A,CCND2,PDIA3,HSPA9,SPP1",skipped,False,"Malignant plasma (multiple myeloma); 5 genes (CCND2, STAT5A...) - minimal, lacks MZB1/SDC1/TNFRSF17 (caveat)."
bone,True,True,Metastatic epithelial cells,Breast carcinoma bone metastasis cells,neoplastic,Malignant epithelial cells,malignant_epithelial,Tumor / neoplastic,tumor,Epithelial,Epithelial,Epithelial,Epithelial,Cancer,Cancer,Parenchymal cell,Parenchymal cell,"EPCAM,KRT8,KRT18,KRT19,MUC1,MUC16,ERBB2,ERBB3,ESR1,PGR,GATA3,FOXA1,AGR2,AGR3,CEACAM5,CEACAM6,CLDN3,CLDN4,CLDN7,S100A7,S100A8,S100A9,ITGA5,ITGB3,ITGB4,ITGA6,CXCR4,CCR7,PTHLH,IL11,SPP1,CTGF,RUNX2,BMP2,VEGFA,MMP1,MMP9,MMP13,LOX,L1CAM,VCAM1,FGFR1,FGFR2,PDGFRB,PDGFRA,TWIST1,SNAI1,SNAI2,ZEB1,ZEB2",skipped,False,"Breast carcinoma bone metastasis - EPCAM, KRT8/18/19, MUC1, ERBB2/3; identity = breast epithelial."
bone,True,True,Metastatic epithelial cells,Prostate carcinoma bone metastasis cells,neoplastic,Malignant epithelial cells,malignant_epithelial,Tumor / neoplastic,tumor,Epithelial,Epithelial,Epithelial,Epithelial,Cancer,Cancer,Parenchymal cell,Parenchymal cell,"KLK3,KLK2,FOLH1,AR,NKX3-1,HOXB13,TMPRSS2,ACPP,AMACR,SPP1,SPARC,BGLAP,RUNX2,ATF4,CTSK,MMP9,ITGB3,ITGA5,ITGA6,PTH1R,BMP7,TGFBR2,VEGFA,IL6,IL11,STAT3,FGFR1,PDGFRB,VCAM1,CAV1,CDH11,CD44,CXCR4,IGF1,IGF1R,PTEN,PIK3CA,AKT1,FOXA1,FOXP1,ETS1,ERG,SOX9,SOX2,GATA2,PLA2G7,NRP1,NRP2,ANGPTL4,LOX",skipped,False,"Prostate carcinoma bone metastasis - KLK3/2, FOLH1, AR, NKX3-1, HOXB13."
bone,True,True,Metastatic epithelial cells,Lung adenocarcinoma bone metastasis cells,neoplastic,Malignant epithelial cells,malignant_epithelial,Tumor / neoplastic,tumor,Epithelial,Epithelial,Epithelial,Epithelial,Cancer,Cancer,Parenchymal cell,Parenchymal cell,"EPCAM,KRT8,KRT18,KRT19,ALDH1A1,SLC34A2,MUC1,CEACAM5,NKX2-1,SOX2,EGFR,ERBB2,MET,KRAS,PIK3CA,VIM,SNAI2,ZEB1,ITGA5,ITGB3,CXCL8,CXCL1,CXCR4,SPP1,SPARC,CTGF,PTHLH,VEGFA,ANGPTL4,MMP1,MMP2,MMP9,LOX,IL6,IL11,TGFB1,PDGFRB,VCAN,POSTN,MSLN,WFDC2,FGFR1,FGFR2,AXL,RET,ROS1,ALK,CDH1,CLDN18,ITGB4",skipped,False,"Lung adenocarcinoma bone metastasis - EPCAM, KRT8/18/19, SLC34A2, CEACAM5."
bone,True,True,Malignant hematologic cells,Acute lymphoblastic leukemia bone marrow blasts,neoplastic,Hematologic blasts,hematologic_blast,Hematopoietic blast,blast,Other,Other,Other,Other,Cancer,Cancer,Parenchymal cell,Parenchymal cell,"CDK6,CD34,PCNA,PARP1,MYC,SPN,HHEX,CCND2,XRCC6,HOXA9,STAT5A,KIT,FLT3,PBX1,BIRC5,MEIS1,CDK2,RAD51,LAIR1,E2F1,CRLF2",skipped,False,"ALL lymphoblasts - CD34, CDK6, MYC, SPN; 21 genes, lacks TdT/CD19/CD10 (caveat)."
cervix,True,True,Malignant epithelial cells,Cervical squamous cell carcinoma cells,neoplastic,Malignant epithelial cells,malignant_epithelial,Tumor / neoplastic,tumor,Epithelial,Epithelial,Epithelial,Epithelial,Cancer,Cancer,Parenchymal cell,Parenchymal cell,"TP63,KRT5,KRT14,KRT6A,KRT6B,KRT6C,KRT16,KRT17,KRT15,KRT1,KRT2,DSG3,DSG2,DSG1,DSC2,DSC1,IVL,LOR,FLG,SPRR1A,SPRR1B,SPRR2A,SPRR2D,SPRR2E,SPRR2G,S100A7,S100A8,S100A9,S100A14,S100A16,PI3,PERP,CLDN1,CLDN4,CLDN7,KLF4,SOX2,SOX4,EGFR,AREG,TGFA,ITGA6,ITGB4,ITGA3,ITGA2,ITGA5,ITGA7,ITGB1,ITGB6,CDH3",skipped,False,"Cervical SCC - squamous keratins (TP63, KRT5/6/14/16/17); shared squamous template, limited tumor-vs-normal-squamous discrimination (caveat)."
cervix,True,True,Malignant epithelial cells,Cervical adenocarcinoma cells,neoplastic,Malignant epithelial cells,malignant_epithelial,Tumor / neoplastic,tumor,Epithelial,Epithelial,Epithelial,Epithelial,Cancer,Cancer,Parenchymal cell,Parenchymal cell,"MUC5B,MUC5AC,MUC4,MUC1,MUC16,MUC20,MUC13,MUC17,MUC3A,TFF1,TFF2,TFF3,PAX8,PAX2,SOX17,SOX9,FOXA1,FOXA2,HNF1B,HNF4G,KRT7,KRT8,KRT18,KRT19,KRT20,KRT23,EPCAM,TACSTD2,CEACAM5,CEACAM6,CEACAM1,CEACAM7,AGR2,AGR3,SPDEF,SPINK1,SLPI,WFDC2,SCGB2A1,SCGB2A2,SCGB1A1,GPX2,ANXA1,ANXA2,FOLR1,RET,CD24,CDH1,ESR1,GATA3",skipped,False,Cervical adenocarcinoma - mucinous glandular (MUC5B/5AC/4/16); endocervical-derived.
cervix,False,True,Malignant epithelial cells,Cervical small cell neuroendocrine carcinoma cells,neoplastic,Malignant epithelial cells,malignant_epithelial,Tumor / neoplastic,tumor,Epithelial,Epithelial,Epithelial,Epithelial,Cancer,Cancer,Parenchymal cell,Parenchymal cell,"CHGA,CHGB,SYP,INSM1,ASCL1,POU2F3,NCAM1,NCAM2,CALCA,CALCB,PCSK1,PCSK2,SCG2,SCG3,SCG5,TPH1,GRP,GRPR,DLL3,DLK1,PEG10,STMN2,STMN1,ELAVL3,ELAVL4,ISL1,PHOX2B,PHOX2A,NEFM,NEFL,NEFH,DCX,TUBB3,MAP2,SRRM4,AURKA,MYCN,MYCL,EZH2,BIRC5,MKI67,TP53,RB1,SOX2,SOX11,SOX4,NEUROD1,NEUROD2,NEUROG3,HES6",skipped,False,"Cervical small-cell NE carcinoma - CHGA/B, SYP, INSM1, ASCL1, POU2F3, NCAM."
cervix,True,False,Epithelial cells,Ectocervical squamous cells,epithelial,Epithelial cells,epithelial,Epithelial,epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Normal,Normal,Parenchymal cell,Parenchymal cell,"CLDN4,SLPI,PERP,TACSTD2,DSC2,S100A14,PKP3,OVOL1,KLK7,OVOL2,CXCL14,CLDN1,ZNF750,CXCL17,KRT5,KLK5,EVPL,PPL,KRT15,KRT17,GJB6,TGM1,KRT6A,KRT14,KRT16,CALML5,GRHL3,KRT78,KRT24,DSC1,SPRR2F,KRT6B,KRT79,IL36G,DSG1,SPRR2D,KRT6C,IVL,SPRR1A,SPRR2E,SPRR2A,SPRR1B,DSG4,SPRR3",skipped,False,"Mature ectocervix squamous - CLDN4, SLPI, PERP, DSC2, OVOL1."
cervix,True,False,Epithelial cells,Squamocolumnar junction cells,epithelial,Epithelial cells,epithelial,Epithelial,epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Normal,Normal,Parenchymal cell,Parenchymal cell,"CLDN3,CLDN4,WFDC2,EPCAM,KRT18,KRT8,CD24,SLPI,KRT19,MUC1,SOX17,SCGB2A1,CLDN7,PAX8,SCNN1A,SLC34A2,KRT7,TACSTD2,MSLN,FOLR1,MUC16,ERBB3,OCLN,FGFR2,LAMC2,LAMB3,ERBB4,SOX9,ITGB4,SPDEF,LEFTY1,SCGB2A2,MUC20,CXCL17,CLDN1,KRT23,SCNN1G,TJP1,POU2F3,AGR2,ANXA1,FGFR4,SCGB1A1,CLDN8,ITGA6,SPINK1",skipped,False,"Squamocolumnar junction cells - CLDN3/4, WFDC2, KRT8/18, CD24; transformation zone."
cervix,True,False,Epithelial cells,Endocervical secretory cells,epithelial,Epithelial cells,epithelial,Epithelial,epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Normal,Normal,Parenchymal cell,Parenchymal cell,"CLDN3,WFDC2,CLDN4,KRT18,EPCAM,KRT8,SLPI,MUC1,SOX17,SCGB2A1,CD24,CLDN7,PAX8,SLC34A2,KRT7,TACSTD2,MSLN,FOLR1,MUC16,ERBB3,OCLN,PAX2,FGFR2,ATP1B1,ERBB4,ERBB2,KRT19,HNF1B,MUC15,SOX9,SPDEF,TJP3,SCGB2A2,FOXA2,MUC20,CXCL17,SLC5A1,ATP1A1,OVGP1,TSPAN8,HNF4G,FOXA1,SPINK1,SCGB1A1,CLDN8,WFDC8,HNF1A,BPIFB1,MUC3A,REG4",skipped,False,"Endocervical secretory - WFDC2, MUC1, SLPI, KRT8/18."
