tissue_type,common,malignant,major_type,subtype,pannuke_label,hne_type,hne_label,markers,rank_source,low_support
brain,True,False,Neuronal cells,Excitatory glutamatergic neurons,background,Neurons,neuron,"SLC17A7,SLC17A6,SLC17A8,CAMK2A,CAMK2B,CAMK4,GRIN1,GRIN2A,GRIN2B,GRIN2C,GRIA1,GRIA2,GRIA3,GRIA4,GRM1,GRM5,SYT1,SYT4,SYT7,SNAP25,STX1A,STXBP1,DLG4,DLG2,SATB2,TBR1,BCL11B,FOXP1,FOXP2,NEUROD6,NEUROD2,MAP2,MAP1B,NEFH,NEFM,NEFL,SV2A,SLC8A2,NRXN1,NRXN2,NRXN3,CUX1,CUX2,KCNQ2,KCNQ3,SCN2A,SCN8A,SCN1A,KCNH3,KCNH2,HCN1,HCN2,SHANK1,SHANK2,HOMER1,PCLO,BSN,CTNND2,RELN,ARC,EGR1,NR4A1,NR4A2,BCL11A,FEZF1,FOXP4,TLE4,TSPAN7",skipped,False
brain,True,False,Neuronal cells,Inhibitory interneurons,background,Neurons,neuron,"GAD1,GAD2,SLC6A1,SLC32A1,GABRA1,GABRA2,GABRA3,GABRA4,GABRA5,GABRB1,GABRB2,GABRB3,GABRG1,GABRG2,GABRG3,GABRD,GABRE,GABBR1,GABBR2,RELN,VIP,SST,PVALB,CALB2,CALB1,NPY,CRH,CRHBP,CCK,DLX1,DLX2,DLX5,DLX6,ARX,LHX6,LHX1,LHX8,ERBB4,KCNC1,KCNC2,KCNS3,CNTNAP1,CNTNAP2,NRXN3,NRXN1,GRIN2C,GRIN2D,TAC1,TAC3,GRIK1,GRIK2,SCG2,SLC12A5,KCNK3,KCNK4,KCNB1,KCND2,NOS1,SLC24A2,LAMP5,GADL1,GPR149,HTR1A,HTR2C,SCGN,GPR52,KIT,COL15A1,NTNG1",skipped,False
brain,True,False,Glial cells,Astrocytes,background,Glial cells,glial,"GFAP,ALDH1L1,GLUL,SLC1A3,SLC1A2,SLC1A6,MAOB,APOE,CLU,AQP4,AQP1,KCNJ10,KCNJ9,GJA1,GJB6,GJB2,FGFR3,FGFR2,FGFR1,SOX9,SOX10,PTPRZ1,ITPR2,MEGF10,SPARCL1,S100B,CD44,FABP7,ATP1B2,SLC4A4,GPR37L1,GPR37,ALDH1A2,PTN,SERPINA3,STAT3,MLC1,VCAN,TNC,HOPX,NRXN1,NRXN2,NRG1,NRG3,LIFR,CNTFR,IL6,IL1B,CXCL10,CXCL12,PTX3,CHI3L1,CHI3L2,VEGFA,ANGPTL4,ITGA6,ITGB4,ITGA7,ITGB1,SOX2,SLCO1C1,ABCB1,ABCC1,ABCG2,MFGE8,VTN,SLC14A1,CD109,GDF15,PLEKHB1,SLC7A10",skipped,False
brain,True,False,Glial cells,Oligodendrocytes,background,Glial cells,glial,"MBP,PLP1,MOG,CLDN11,SOX10,SOX8,OLIG1,OLIG2,MAG,MOBP,ERMN,CNP,ASPA,GPR37,TF,TMEM144,SIRT2,PPP1R14A,ST18,MYRF,QKI,NKX2-2,NKX6-2,CNTN2,MAL,OPALIN,HAPLN2,BCAS1,GJC2,SLC44A1,PLCL1,TSPAN2,SEPP1,APOD,ENPP2,FGFR2,FGFR3,TMEM63A,TMEM125,SLC1A4,GPRC5B,SH3TC2,PTGDS,DKK3,ERBIN,ARHGEF10,ADAM11,SLC29A3,ITM2A,SLC6A15,SLC12A4,KCNK10,KCND2,SLC9A6,OMG,RTN4,PCDH9,PCDH17,FA2H,UGT8,KLK6,KCNK2,OPCML",skipped,False
brain,True,False,Glial cells,Oligodendrocyte precursor cells,background,Glial cells,glial,"PDGFRA,CSPG4,SOX10,SOX8,SOX9,OLIG1,OLIG2,TNR,TNC,GPR17,GPR37,VCAN,PTPRZ1,NKX2-2,NKX6-2,PDGFA,RBFOX1,SEMA3C,FGFR1,FGFR2,FGFR3,NFIB,ASCL1,HEY1,HEY2,SOX4,SOX5,SOX6,SOX21,HES5,HES1,ST3GAL3,ST8SIA1,DLL1,DLL3,ID3,ID2,BCAN,LINGO1,FYN,MYT1,MYT1L,TMEM108,ENPP6,ENPP2,ITPR2,ITGA6,ITGB4,ITGA7,ITGB1,PTN,A2M,PDLIM2,CHRNA4,CHRNA7,PPAPDC1A,PTPRG,LINGO2,COL9A1,PRG4,SALL3",skipped,False
brain,True,False,Vascular cells,Brain endothelial cells,connective,Endothelial cells,endothelial,"PECAM1,VWF,CDH5,KDR,FLT1,TEK,TIE1,ESAM,CLEC14A,CLDN5,CLDN12,OCLN,F11R,JAM2,JAM3,SOX7,SOX17,ERG,ECSCR,ADGRL4,MFSD2A,SLC2A1,SLC7A5,SLC39A8,ABCB1,ABCG2,SLCO1C1,EPAS1,RNASE1,CAV1,CAV2,SPARCL1,ENG,ICAM1,ICAM2,VCAM1,MCAM,PLVAP,NRP1,NRP2,RBP7,CA4,KLF2,KLF4,GATA2,GATA3,DLL4,JAG1,NOTCH4,HEY1,HEY2,FOXO1,ROBO4,PROCR,APLN,APLNR,ANGPT1,ANGPT2,ANGPTL4,ACKR1,ACKR3,SELE,SELPLG,F2R,SLC16A1,HK2,PFKFB3,GPR124,MFSD2B,SLCO2B1,SLC47A1,ABCB11",skipped,False
brain,True,False,Vascular-associated cells,Pericytes,connective,Pericytes,pericyte,"PDGFRB,COL4A2,COL4A1,ACTA2,MYL9,NOTCH3,MCAM,TAGLN,THY1,EDNRA,COL18A1,COL5A2,RGS5,ANGPT2,SERPINH1,CD248,KCNJ8,TIMP3,COL5A1,MYLK,ABCC9,CSPG4,FN1,LOXL2,ITGA7,ELN,MYH11,PRRX1,ITGB1",census,False
brain,False,False,Glial cells,Bergmann glia,background,Glial cells,glial,"GFAP,ALDH1L1,GLUL,SLC1A3,SLC1A6,SLC1A2,S100B,FABP7,SOX2,SOX9,PTPRZ1,RELN,ITPR2,CLU,SPARCL1,ATP1B2,ATP1A2,ERBB4,FGFR3,GRM3,GRM5,KCNK10,KCNK1,KCNJ10,HCN1,VIM,NFIA,SERPINF1,GJA1,GJB6,GJB2,ADGRV1,SLIT2,NCAN,NRXN1,NRXN2,NRXN3,LAMC1,LAMB1,LAMA1,ITGA6,ITGB4,ITGA7,ITGB1,PTN,MDK,IL6,CXCL12,CXCL14,GDF10,NTN1,ROBO2,OTX2,PTX3,SPP1,VLDLR,RGS16,SLC4A10,KCNJ3,GRM7",skipped,False
brain,False,False,Ependymal cells,Tanycytes,background,Ependymal cells,ependymal,"RAX,SOX2,SOX9,SOX1,PAX6,RFX4,RFX2,FOXJ1,HES1,HES5,NOTCH1,NOTCH2,NOTCH3,NES,VIM,GFAP,AQP4,AQP9,SLC1A3,SLC1A2,SLC16A2,SLC16A10,SLC7A5,SLC3A2,CRYM,DIO2,DIO3,TTR,PTPRZ1,CLDN10,CLDN2,CLDN11,KCNJ10,KCNJ13,ITPR2,ARL13B,MDK,FGFR1,FGFR2,EGFR,ERBB4,LRP2,MEGF8,TMEM212,DIXDC1,KIF3A,IFT88,TRH,TRHDE,OTX2,SOX4,SOX21,PKD2L1,STAT3,CNTFR,LIFR,COL23A1,CPM,GPR50,THRB,SLC16A7",skipped,False
cervix,True,False,Epithelial cells,Reserve basal cells,epithelial,Basaloid progenitor cells,basaloid_progenitor,"TP63,KRT5,KRT6A,KRT6B,KRT14,KRT15,KRT16,KRT17,KRT19,KRT7,KRT23,SOX2,SOX4,SOX9,PAX9,DLX2,NGFR,EGFR,ERBB2,ERBB3,ITGA6,ITGB4,ITGA3,ITGB1,ITGA2,ITGA7,ITGB6,ITGB8,ITGA5,COL17A1,DST,PLEC,LAMB3,LAMC2,LAMA3,CDH3,CDH2,CLDN1,CLDN4,CLDN7,DSG3,DSC2,PKP1,PKP2,PKP3,TACSTD2,CD44,CD24,ABCG2,ALDH1A1,ALDH1A3,PROM1,LGR5,MSI1,NOTCH1,NOTCH2,NOTCH3,HEY1,HEY2,HES1,HES5,KLF5,GRHL3,OVOL2,LRIG1,BMI1,HOPX,ITGA4,ITGA9,ITGA10,ITGB2,ITGB5,LAMA5,LAMC1,NOTCH4,DLL1,DLL4,JAG1,JAG2,ID1,ID3,FGFR2,FGFR3",skipped,False
brain,False,False,Epithelial cells,Choroid plexus epithelial cells,epithelial,Epithelial cells,epithelial,"TTR,LCN2,CLDN2,CLDN3,CLDN11,CLDN1,KRT8,KRT18,KRT19,KRT7,FOLR1,MSLN,EPCAM,CDH1,SCGB2A1,SCGB1A1,SCGB3A2,LTF,SPP1,AQP1,AQP3,FXYD2,SLCO1C1,ATP1B1,ATP1A1,CA4,WFDC2,OTX2,RBP1,RBP4,TJP1,TJP2,TJP3,MUC1,MUC4,KRT17,SLC4A5,ENPP2,CFTR,KLF4,KLF5,SOX9,SOX17,FOXA2,ERBB2,ERBB3,ERBB4,IGF2,IGFBP7,VEGFA,VEGFB,SPARC,SPARCL1,LRP2,ITGA6,ITGB4,BSG,ICAM1,CLIC6,ATP13A4,SLC13A4,COL18A1,CP,WFDC1,KCNK5",skipped,False
brain,False,False,Glial cells,Olfactory ensheathing cells,background,Glial cells,glial,"SOX10,SOX8,SOX2,SOX9,S100B,GFAP,FABP7,PMP22,MPZ,PLP1,MBP,ERBB3,ERBB2,NRXN1,NRXN3,NCAM1,NCAM2,L1CAM,NGFR,PDGFRA,PDGFRB,GDNF,GFRA1,GFRA2,RET,GJA1,GJB1,GJB2,CXCL12,CXCL14,ITGA4,ITGA6,ITGA7,ITGB1,ITGB4,ITGB5,VIM,CLDN11,NRG1,NRG2,MMP2,MMP9,MMP14,IL6,PTN,CDH1,CDH2,SEMA3A,SEMA3F,PLXNA1,ADAM22,LAMC1,LAMB1,LAMA2,ROBO2,SLIT2,RELN,PTPRZ1,SOX5,SOX6,HEY1,HEY2,FGFR1,FGFR2,GFRA3,NTN3,PLXND1,SEMA3D,COL11A2",skipped,False
brain,True,False,Immune cells,Microglia,inflammatory,Macrophage-like,macrophage_like,"CX3CR1,P2RY12,P2RY13,TREM2,TYROBP,APOE,APOC1,APOC2,CSF1R,CSF3R,ITGAX,ITGB2,ITGAL,LILRB4,SPI1,IRF8,IRF5,LYN,FCER1G,SYK,PLCG2,LCP2,SALL1,TMEM119,GPR34,LRRC25,CTSB,CTSD,CTSL,C1QA,C1QB,C1QC,CD68,AIF1,ABI3,LAPTM5,GPNMB,LPL,LIPA,APBB1IP,MSR1,MARCO,VSIG4,CCR2,CCR5,CXCR4,ITM2B,SH3BP5,PTPN6,STAT1,STAT3,NFKBIA,REL,RELA,IL1B,IL6,TNF,CXCL10,CXCL16,CCL3,CCL4,CCL5,CCL7,HLA-DRA,HLA-DRB1,HLA-DPA1,HLA-DPB1,B2M,NLRC4,NLRP3,SIGLEC8,LRRC33,SLC2A5,OLR1,TGFBR1",skipped,False
brain,False,True,Malignant neuronal cells,Medulloblastoma SHH subtype cells,neoplastic,Embryonal tumor cells,embryonal_tumor,"SHH,PTCH1,PTCH2,SMO,SUFU,GLI1,GLI2,GLI3,ATOH1,NEUROD1,NEUROD2,NEUROG2,MYCN,MYC,CCND1,CCND2,CDK6,CDK4,CDK2,BCL2,BCL2L1,BIRC5,MKI67,TOP2A,AURKA,PRKCA,PRKCB,CRABP1,ZIC1,ZIC2,ZIC4,FOXA2,OTX2,MEIS1,MEIS2,SFRP1,WNT3A,WNT5A,HES1,HES6,FGF3,FGF8,FGFR1,FGFR2,CTNNB1,ERBB2,ERBB4,STAT3,STAT5A,TP53,BRD4,BRD2,PARP1,MSI1,PROM1,SOX2,SOX4,SOX9,PTK7,DLL3,NOTCH2,NR2F1,LIN28B,HMGA2,ID3,EZH2,SMARCA4,SMARCB1,CHD7,PRKCG,SFRP2,EYA1,FSTL5,LHX9",skipped,False
brain,False,True,Malignant embryonal cells,Atypical teratoid rhabdoid tumor cells,neoplastic,Embryonal tumor cells,embryonal_tumor,"SMARCB1,SMARCA4,SMARCE1,SMARCC1,SMARCC2,SMARCD1,SMARCD2,MYC,MYCN,LIN28A,LIN28B,SOX2,SOX4,SOX11,SOX9,OLIG2,FOXR2,POU3F2,PRDM6,PRDM14,EZH2,BRD4,BRD2,CDK6,CDK4,CDK2,CCND1,CCND2,AURKA,MKI67,BIRC5,TOP2A,TP53,EGFR,ERBB2,ERBB3,PDGFRA,PDGFRB,FGFR1,FGFR2,FGF2,VEGFA,STAT3,STAT5B,CXCL8,IL6,PLAU,PLAUR,MMP2,MMP14,ITGB1,ITGA6,ITGA3,ITGB4,SPP1,CD44,ALDH1A3,ALDH1A1,PROM1,NANOG,POU5F1,HMGA2,MSI1,MSI2,TERT,CRABP1,PTK2,NGFR,BCAN,L1CAM,PDPN,L1TD1,FZD10,HOXA2,HOXA3,DUSP4",skipped,False
bone,True,False,Stromal cells,Osteoblasts,connective,Osteoblasts,osteoblast,"RUNX2,SP7,ALPL,BGLAP,IBSP,SPP1,COL1A1,COL1A2,COL3A1,COL5A1,COL5A2,COL6A1,COL6A2,COL11A1,COL12A1,COL14A1,POSTN,MEPE,PHEX,DLX5,DLX3,DLX2,ATF4,WNT7B,WNT10B,WNT10A,WNT5A,BMP2,BMP4,BMP7,FGFR2,FGF2,FGF18,MSX2,GJA1,SOX9,OSR2,PHOSPHO1,PTH1R,SPARCL1,THBS1,THBS2,SERPINF1,DCN,LUM,BGN,SFRP1,SFRP2,AXIN2,TCF7,CTNNB1,LRP5,LRP6,ANKH,ENPP1,OGN,ITGA5,ITGA11,ITGB1,PDGFRB,PDGFRA,VEGFA,ANGPT1,TNFRSF11B,FGF23,SOST",skipped,False
bone,True,False,Stromal cells,Osteocytes,connective,Osteocytes,osteocyte,"SOST,DMP1,PHEX,MEPE,FGF23,PDPN,GJA1,GJA4,ANKH,ENPP1,SLC34A1,SLC34A3,ATP6V0D2,ATP6V1B1,ATP6V1C1,ITGA8,ITGB1,LAMB2,LAMA5,LAMC1,VEGFA,VEGFB,LRP4,LRP5,LRP6,TNFRSF11B,TMEM119,SPP1,IBSP,BGLAP,COL1A1,COL1A2,COL5A1,COL5A2,FAM20C,CA2,CA12,CKB,SPARCL1,CLDN11,FOXC2,SOX6,SOX9,RUNX2,ATF4,CTNNB1,TLE4,FGF2,BMP7,GDF10,ITPR3,KCNK5,KCNJ2,TRPM7,SLC9A3R1,PDGFRB,COL4A2",skipped,False
bone,True,False,Stromal cells,Bone lining cells,connective,Fibroblast-like,fibroblast_like,"MGP,CAV1,CAV2,KCNK5,PTGIS,SFRP1,SFRP4,WIF1,VCAM1,DCN,LUM,MFAP5,MFAP2,LAMA4,LAMB1,LAMC1,COL14A1,COL15A1,TAGLN,ACTA2,ACTG2,MYL9,MYH9,MYH11,TJP1,TJP2,ITGA11,ITGA5,ITGB1,ITGB5,PDGFRB,PDGFRA,NOTCH3,HEYL,TIMP3,AEBP1,ELN,SMOC2,SERPINF1,TGFBR2,GREM1,GREM2,PLXNA2,NRP1,NRP2,EDNRA,EDNRB,TEK,KDR,ANGPT1,ANGPT2,THY1,PDPN,LOX,LOXL2,LOXL3,ADAMTS2,ADAMTS12,POSTN,SPARC,VEGFA,VEGFB,S100A10",skipped,False
bone,True,False,Mesenchymal cells,Bone marrow mesenchymal stromal cells,connective,Fibroblast-like,fibroblast_like,"LEPR,CXCL12,VCAM1,PDGFRA,PDGFRB,THY1,ENG,NT5E,ITGA11,ITGA5,ITGB1,COL1A1,COL1A2,COL3A1,COL5A1,COL5A2,COL6A1,COL6A2,FN1,LUM,DCN,GREM1,BMP2,BMP4,WNT5A,SFRP2,SFRP4,IL7,IL6,IL8,ANGPT1,TGFB3,PPARG,RUNX2,SOX9,VCAN,PTN,SLIT2,ADAMTS2,SERPINF1,CD248,ALDH1A1,ALDH1A3,CXCL14,GAS6,PDPN,MCAM,ICAM1,CCL2,CCL5,DLK1,NOTCH3,HEY1,HEY2,NID1,NID2,MFAP5,SPARC,LOX,LOXL2,FBLN1,FBLN2",skipped,False
bone,True,False,Vascular cells,Bone marrow endothelial cells,connective,Endothelial cells,endothelial,"PECAM1,CDH5,ENG,CD34,EMCN,KDR,FLT1,TEK,TIE1,CLDN5,ESAM,RAMP2,RAMP3,PLVAP,ACKR1,SELE,SELPLG,ICAM1,ICAM2,VCAM1,EPAS1,ERG,SOX7,SOX17,GATA2,APLN,RBP7,NRP1,NRP2,ANGPT1,ANGPT2,PROCR,SPARCL1,VWF,NOS3,CA4,ROBO4,FOXO1,KLF2,KLF4,PRKAA2,MFSD2A,SLC2A1,ABCB1,ABCG2,SLC7A5,SLC16A1,DLL4,JAG1,HEY1,HEY2,CLEC14A,ADGRL4,GNG11,DNASE1L3,TMEM204,BCAM,CD93,FBLN5",skipped,False
bone,True,False,Progenitor cells,Hematopoietic stem and progenitor cells,background,Hematologic blasts,hematologic_blast,"PROM1,CD34,KIT,FLT3,MPL,GATA2,RUNX1,TAL1,LMO2,MEIS1,MEIS2,HOXA9,HOXA10,HOXA7,HOXA5,HOXB4,HOXB5,HOXB6,MEF2C,HLF,SOX4,IKZF1,IKZF2,PBX1,PBX2,THY1,ITGA6,ITGB1,CXCR4,MSI2,SMARCA4,SETBP1,BMI1,LYL1,TET2,DNMT3A,CDK6,ESAM,ROBO4,ANGPT1,ANGPT2,TEK,IL3RA,NRIP1,CD44,CD38,CD96,KLRB1,HAVCR2,CD27,CD28,BAALC,HHEX,CEBPA,ETS1,NUP98,BCL2,CCND2",skipped,False
bone,True,False,Immune cells,Osteoclasts,inflammatory,Osteoclasts,osteoclast,"ACP5,CTSK,CTSL,CTSB,MMP9,MMP14,ITGB3,ITGAV,NFATC1,DCSTAMP,OCSTAMP,CALCR,ATP6V0D2,ATP6V1H,TRAF6,SQSTM1,TYROBP,CSF1R,TNFRSF11A,FOSL2,SPI1,MITF,PLEK,LCP2,SIRPA,LILRB4,SYK,OSCAR,LYN,PIK3CB,RELB,BCL6,BATF3,STAT1,STAT3,CHIT1,OSTM1,CLCN7,TM7SF4,ITGB5,ITGA5,CCR1,CCR2,CX3CR1,ITGB2,ITGAL,FCGR2A,FCGR3A,FCGR2B,GAB2,DAP12,SH3BP2,P2RX7,ATP6V0A3,ATP6V1C1,ACP2,CA2,LGALS3,CSTB,LAMP1",skipped,False
bone,True,True,Malignant mesenchymal cells,Osteosarcoma (osteoblastic) tumor cells,neoplastic,Osteoblasts,osteoblast,"RUNX2,SP7,ALPL,BGLAP,IBSP,SPP1,SATB2,COL1A1,COL1A2,COL3A1,COL5A1,COL5A2,COL11A1,POSTN,SPARC,LOX,VEGFA,PDGFRB,FGFR2,TGFBR2,SOX9,DLX5,DLX3,WNT7B,WNT10B,FOS,JUNB,CD44,MCAM,CXCL12,MMP13,MMP2,MMP9,CTSK,ITGA11,ITGA5,ITGB1,PDPN,SERPINE1,SMAD3,AXL,NOTCH1,HEY1,HEY2,FGF18,FGFR1,IGF1,IGF2R,MDM2,CDK4,CDK6,TERT,MYC,CDH11,ADAMTS2,ADAM9,SNAI2,TWIST1,EZH2,BIRC5,CCNB1",skipped,False
bone,True,False,Immune cells,Osteal macrophages,inflammatory,Macrophage-like,macrophage_like,"CSF1R,CD68,CD163,MRC1,LYVE1,TREM2,TYROBP,ITGAM,ITGAX,MSR1,MARCO,VSIG4,SPP1,SPARC,VCAM1,C1QA,C1QB,C1QC,CCR2,CCR5,CX3CR1,IL10,IL6,TGFB1,MMP9,MMP14,SIGLEC1,SIGLEC10,GPNMB,ACP5,DCSTAMP,S100A8,S100A9,APOE,LPL,ABCA1,ABCG1,PPARG,STAT6,IRF4,IRF8,SPI1,FCGR2A,FCGR2B,FCGR3A,ITGB1,ITGA5,ITGA7,CD36,CD14,TLR2,TLR4,CLEC7A,CD209,CD1D,HMOX1,NR1H3,PLIN2,PTGS2,CHI3L1,OSM,VEGFA",skipped,False
bone,False,False,Stromal cells,Hypertrophic chondrocytes,connective,Chondrocytes,chondrocyte,"COL10A1,MMP13,IBSP,SPP1,IHH,PTCH1,SMO,RUNX2,DLX5,DLX6,ALPL,VEGFA,VEGFC,ANGPTL4,SOX9,SOX5,SOX6,FGFR3,FGF18,MEF2C,ATF4,SP7,BGLAP,POSTN,CTSK,ADAMTS5,ADAMTS4,COMP,MATN3,MATN1,ACAN,BMP6,BMP2,PTH1R,COL2A1,COL9A1,COL9A2,COL9A3,COL11A2,COL27A1,COL13A1,COL15A1,COL1A1,COL1A2,SERPINE1,HIF1A,GDF5,PRG4,FRZB,DKK1,WISP1,SFRP2,WNT5A,WNT7A,FGFR2,ITGA10,ITGA5,ITGB1,SOX4,GALNT14",skipped,False
bone,True,False,Stromal cells,Bone marrow adipocytes,connective,Adipocytes,adipocyte,"ADIPOQ,LEP,PPARG,PPARGC1A,PPARGC1B,CEBPA,CEBPB,CEBPD,CIDEA,CIDEC,PLIN1,PLIN2,PLIN4,PLIN5,LPL,LIPE,FASN,SCD,ACLY,ACACA,PNPLA2,PNPLA3,ANGPTL4,ANGPTL8,RBP4,RETN,SERPINF1,SERPINE1,SFRP1,DPT,IGF1,IL6,IL7,IL15,CXCL12,CXCL14,KITLG,PDGFRA,PDGFRB,THY1,VCAM1,NR1H3,NR1H2,RXRG,RORA,KLF15,KLF4,KLF5,ZFP423,ZFP467,TMEM26,TUSC5,ADIRF,ADIPOR1,ADIPOR2,UCP1,UCP2,UCP3,MGLL,ABHD5,NAMPT,NRIP1,PLPP3,G0S2,SLC2A4,SLC2A1,SLC27A1,GPD1,DKK1",skipped,False
bone,True,True,Malignant mesenchymal cells,Chondrosarcoma tumor cells,neoplastic,Chondrocytes,chondrocyte,"SOX9,COL2A1,ACAN,COMP,COL9A1,COL9A2,COL9A3,COL10A1,COL11A2,MATN3,VCAN,COL6A3,COL5A2,COL3A1,COL1A1,S100B,S100A10,RUNX2,IHH,PTHLH,GLI1,GLI2,PTCH1,SMO,BMP2,BMP7,FGFR3,MMP13,ADAMTS5,HAS2,PDPN,ITGA10,ITGB1,SOX5,SOX6,NKX3-2,GDF5,CHST11,ACVRL1,EXT1,EXT2,FGF18,FGF23,VEGFA,ANGPTL4,IDH1,IDH2,COL27A1,WISP3,PRG4,SERPINE1,LOX,LOXL2,SNAI2,TWIST1,HIF1A,STAT3",skipped,False
bone,True,True,Malignant mesenchymal cells,Ewing sarcoma tumor cells,neoplastic,Embryonal tumor cells,embryonal_tumor,"EWSR1,FLI1,ERG,NKX2-2,SOX2,PRKCB,NR0B1,CCND1,IGF1,IGF1R,CXCR4,CXCR7,STEAP1,STEAP2,GLI1,DKK2,KDM5B,EZH2,BCL11B,MYC,TERT,FGFR1,FGFR2,CD99,L1CAM,CAV1,PTPRZ1,NKX2-1,ETS1,FOXO1,SPRY1,GAB1,CDK4,CDK6,BIRC5,MKI67,TOP2A,PCNA,PARP1,BRD4,CCNB1,CCNE1,PLXNA2,TNC,COL1A1,COL3A1,MMP1,MMP2,MMP9,LOX,CXCL12,IL8,NR0B2,SOX9,ITGA6,ITGA5,ITGB1",skipped,False
bone,False,True,Malignant stromal cells,Giant cell tumor stromal cells,neoplastic,Fibroblast-like,fibroblast_like,"H3F3A,TNFSF11,CSF1,CSF2,CSF3,IL6,IL8,CCL20,CCL2,MMP9,MMP13,MMP14,COL1A1,COL1A2,FN1,VCAN,SPARC,RUNX2,SP7,ALPL,BMP2,BMP4,TGFB1,VEGFA,PDGFA,PDGFB,IGF1,FGFR2,FGF18,KITLG,NOTCH1,HEY1,AXL,TYROBP,CTSK,ACP5,ITGA11,ITGA5,ITGB1,ITGB3,ITGAV,THY1,PDPN,CD44,CDH11,LOX,LOXL2,POSTN,ADAMTS2,ADAMTS14,SERPINE1,NRP1,NRP2,ANGPTL4,IL1B,TNF,GREM1",skipped,False
bone,False,True,Malignant epithelial cells,Chordoma tumor cells,neoplastic,Malignant epithelial cells,malignant_epithelial,"T,SOX5,SOX6,SOX9,FOXA2,FOXC1,SHH,GLI1,GLI2,PTCH1,SMO,KRT8,KRT18,KRT19,KRT7,KRT20,EPCAM,CDH1,MUC1,SPP1,EGFR,ERBB2,PDGFRB,PDGFRA,VEGFA,VEGFC,BCL2,STAT3,FGFR1,FGFR2,LGALS3,COL2A1,ACAN,LAMC2,LAMB3,LAMA3,ITGA6,ITGB1,ITGB4,CXCL8,CCL2,SOX4,SNAI1,SNAI2,TWIST1,ZEB1,ZEB2,MMP2,MMP9,MMP14,SPARCL1,CHST3,CHST7,IDH1,IDH2,PIK3CA,AKT1,PTEN,PAX1,PAX3,CITED2,HIF1A,NOG,FGF19,FGF3,FGF4,FOXF1",skipped,False
bone,False,True,Malignant epithelial cells,Adamantinoma tumor cells,neoplastic,Malignant epithelial cells,malignant_epithelial,"KRT5,KRT14,KRT8,KRT18,KRT19,TP63,EPCAM,TACSTD2,CDH1,CDH3,EGFR,ERBB2,FGFR2,FGFR3,MSLN,ITGA6,ITGB4,ITGA3,LAMC2,LAMB3,SPP1,SPARC,RUNX2,SP7,BGLAP,SATB2,MMP2,MMP9,MMP14,VEGFA,PDPN,SOX2,SOX9,NOTCH1,JAG1,CTNNB1,AXL,ITGA5,ITGB1,COL1A1,COL3A1,COL5A1,FN1,VCAN,CD44,VIM,SNAI1,SNAI2,ZEB1,ZEB2,TWIST1,FOXC2,IL6,CXCL8,PDGFRB,PDGFRA,FGF18,FGF2,STAT3,BIRC5,CCND1,KRT17,DSC2,DSG2",skipped,False
bone,True,True,Malignant hematologic cells,Multiple myeloma plasma cells,neoplastic,Hematologic blasts,hematologic_blast,"SDC1,TNFRSF17,SLAMF7,XBP1,IRF4,PRDM1,MZB1,POU2AF1,JCHAIN,DERL3,HSPA5,HSP90B1,PDIA3,SSR4,PPIB,FKBP11,IGHG1,IGHG3,IGKC,IGLC2,IGLC3,IGLC7,IGHG4,IGHM,CD38,ITGA4,ITGB7,CXCR4,CCR10,BCL2,MCL1,CCND1,CCND2,S1PR1,SPP1,CD74,CD79A,CD79B,MS4A1,BLNK,LYN,STAT3,STAT5A,IL6ST,IL6R,IL10RA,IRF8,HSPA9,DERL1,DERL2,SEC61A1,SEC61B,TXNDC5,SEL1L,TMEM109,EIF2AK3,ATF4,PPP1R15A,BAG3,PSMB9,PSMB10,PSMB8,PFN1,CD44,CD28,CD40,FGFR3,WHSC1,NRAS,KRAS",skipped,False
bone,True,True,Metastatic epithelial cells,Breast carcinoma bone metastasis cells,neoplastic,Malignant epithelial cells,malignant_epithelial,"EPCAM,KRT8,KRT18,KRT19,MUC1,MUC16,ERBB2,ERBB3,ESR1,PGR,GATA3,FOXA1,AGR2,AGR3,CEACAM5,CEACAM6,CLDN3,CLDN4,CLDN7,S100A7,S100A8,S100A9,ITGA5,ITGB3,ITGB4,ITGA6,CXCR4,CCR7,PTHLH,IL11,SPP1,CTGF,RUNX2,BMP2,VEGFA,MMP1,MMP9,MMP13,LOX,L1CAM,VCAM1,FGFR1,FGFR2,PDGFRB,PDGFRA,TWIST1,SNAI1,SNAI2,ZEB1,ZEB2,VIM,CXCL12,CXCL14,COL1A1,COL1A2,COL11A1,TNFSF11,ANKRD30A,KRT7,NRG1,PIK3CA,AKT1,PTEN,IGF1R,TNC,SPARC,JAG1,DLL1",skipped,False
